,id,code,statDate,pubDate,statDate.1,eps,adjusted_profit,operating_profit,value_change_profit,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual
182,176152,002283.XSHE,2021-12-31,2022-03-15,2021-12-31,0.49,512839279.07,577700617.25,1195886.06,10.2579,9.7189,6.3523,11.444,24.1256,87.7623,13.0653,11.444,1.1826,3.5780000000000003,0.4624,95.2389,0.1972,94.7453,99.4994,22.3864,182.9306,6.5999,,6.5999,,5.4776,,6.519,,6.5722,
183,176153,002611.XSHE,2021-12-31,2022-03-15,2021-12-31,0.35,380806233.0,407186720.17,77315320.21,11.921,9.7138,7.7662,13.9696,27.5102,88.4477,13.509,13.9696,5.2579,7.7195,-0.1701,84.75200000000001,16.0924,81.4849,97.0823,8.7002,75.3117,20.8645,,20.8645,,23.3164,,23.9976,,20.0814,
184,176154,003036.XSHE,2021-12-31,2022-03-16,2021-12-31,0.34,65530091.61,92538405.35,-226287.62,7.3916,6.6599,4.2503,6.0865,15.9237,92.557,6.1706,6.0865,2.2507,3.41,-0.2115,117.2996,-0.2868,90.1005,101.3973,-8.7488,-117.5434,86.1833,,86.1833,,9.2101,,24.9369,,21.4384,
185,176155,301127.XSHE,2021-12-31,2022-03-16,2021-12-31,0.52,143168140.26,197200181.82,14541327.59,12.7101,11.3593,8.9111,21.0719,37.81,74.0496,24.6683,21.0719,2.6719999999999997,5.0022,1.2356,105.6627,7.7915,89.3721,59.1783,-9.646,-37.171,38.1938,,38.1938,,10.6274,,10.2202,,10.2945,
186,176156,688239.XSHG,2021-12-31,2022-03-16,2021-12-31,1.13,123936009.65,168129476.67,-5819554.5,17.4416,15.558,7.6593,14.4763,32.6037,82.4825,16.3103,14.4763,1.8337,6.0807,1.5930000000000002,107.8344,-3.7325,89.2006,68.1034,-5.5557,-31.7154,43.1079,,43.1079,,86.8029,,91.1286,,91.1286,
187,176157,002912.XSHE,2021-12-31,2022-03-16,2021-12-31,0.33,-5754476.49,14356515.74,18701440.6,3.2762,-0.3351,2.5247,8.1093,68.9548,97.931,3.3924,8.1093,27.519000000000002,8.436,-0.3187,58.7052,76.472,-10.2269,88.0229,-15.850999999999999,-766.1067,-27.2742,,-27.2742,,-90.9791,,-77.2907,,-77.2907,
188,176158,000429.XSHE,2021-12-31,2022-03-16,2021-12-31,0.81,1693091639.41,2873803356.97,277061254.36,20.1046,20.0181,12.5661,45.8918,63.5119,45.6548,59.8832,45.8918,,4.2285,4.1927,90.8813,8.7618,99.5698,103.0229,69.3968,127.6964,39.5137,,39.5137,,69.8224,,77.8666,,95.9349,
189,176159,600353.XSHG,2021-12-31,2022-03-16,2021-12-31,0.1069,52868458.08,71219840.59,14401576.36,4.9607,4.5256,4.5597,7.8465,22.2828,92.9258,8.5438,7.8465,2.6518,7.3316,0.6838,82.8706,16.7575,91.2295,44.1756,2.4443,34.552,11.6096,,11.6096,,34.7311,,35.8099,,8.2397,
190,176160,600409.XSHG,2021-12-31,2022-03-16,2021-12-31,0.8095,1626145089.14,2370624514.56,4906871.49,13.6718,13.3048,7.3561,7.9777,22.1209,89.774,9.9916,7.9777,0.8871,7.4375,1.1618,102.806,0.2128,97.3153,66.2726,6.8153,66.6464,30.3818,,30.3818,,170.1501,,145.6382,,133.0363,
191,176161,688303.XSHG,2021-12-31,2022-03-16,2021-12-31,3.25,5706682800.0,6707474905.04,25883283.72,54.1771,54.0147,36.3683,52.8377,65.6532,38.0765,62.262,52.8377,0.0382,0.9682,1.4340000000000002,99.6999,0.3847,99.7002,72.6531,24.4081,39.4166,132.2314,,132.2314,,448.9571,,448.6022,,448.5589,
192,176162,600366.XSHG,2021-12-31,2022-03-16,2021-12-31,0.5325,355667898.13,429698439.73,285708896.7,11.2168,7.6979999999999995,7.6781,13.5918,25.8876,88.5535,16.7332,13.5918,1.5911,4.7561,1.0453,75.3145,50.0771,68.6292,85.8582,-26.5334,-231.8029,56.473,,56.473,,180.0888,,198.226,,191.5495,
193,176163,002013.XSHE,2021-12-31,2022-03-16,2021-12-31,0.33,1111649677.05,1372971357.72,45038689.96,9.4478,8.2632,4.1457,9.0065,24.4139,90.8421,10.2164,9.0065,0.7504,8.7691,0.1363,89.8669,2.948,87.462,132.9311,42.5241,464.3433,22.6447,,22.6447,,14.3253,,17.9018,,18.2676,
194,176164,002167.XSHE,2021-12-31,2022-03-16,2021-12-31,0.21,112074296.86,105860934.41,55763281.11,12.7065,9.4616,6.801,11.6935,24.2469,91.7701,12.5377,11.6935,0.7959,7.7860000000000005,2.0886,66.1393,34.8395,74.4626,75.1896,15.2443,185.2318,67.5305,,67.5305,,213.06799999999998,,196.8544,,193.5819,
195,176165,300919.XSHE,2021-12-31,2022-03-16,2021-12-31,1.64,768687000.8,1038621316.57,-114416046.37,13.7382,11.247,4.9296,4.6741,11.5417,94.8256,5.3159,4.6741,0.225,1.4845,0.5286,97.2713,-10.7155,81.8665,77.1565,-8.2637,-159.7058,169.8052,,169.8052,,128.0635,,123.296,,123.4752,
196,176166,605123.XSHG,2021-12-31,2022-03-16,2021-12-31,2.8156,286383039.74,338561037.04,7371035.95,17.8889,16.8474,11.0342,17.5433,29.0018,80.4678,20.0892,17.5433,1.6946,3.0483,0.0685,97.2085,2.1164,94.1781,63.818999999999996,0.3514,1.7991,68.6508,,68.6508,,72.7165,,82.5894,,82.5894,
197,176167,301007.XSHE,2021-12-31,2022-03-16,2021-12-31,0.37,36920209.23,39571527.85,,10.2552,7.6627,6.5214,9.6477,23.3735,92.2735,10.51,9.6477,0.7712,7.2512,1.5065,73.5538,,74.7208,101.0778,4.5228,58.5366,15.382,,15.382,,-5.4012,,-2.6367,,-2.6367,
198,176168,002731.XSHE,2021-12-31,2022-03-16,2021-12-31,0.13,36327098.36,47829101.26,-3547587.5,2.6736,2.8492,0.9845,0.9097,7.0473,98.7003,1.5971,0.9097,2.9222,0.8308,1.5997,90.9814,-6.7483,106.569,107.3833,3.0488,234.5799,74.4553,,74.4553,,3.8081,,17.6022,,18.3163,
199,176169,603919.XSHG,2021-12-31,2022-03-16,2021-12-31,0.64,322428804.94,389167776.3,-279503.21,11.28,11.1962,8.8886,18.1542,63.7397,78.2393,22.4144,18.1542,15.5456,10.0511,-0.4061,99.7635,-0.0717,99.2568,121.699,15.6153,71.7594,3.3354,,3.3354,,-7.7364,,-2.0066,,-1.9541,
200,176170,002515.XSHE,2021-12-31,2022-03-16,2021-12-31,0.05,21125332.55,47974103.92,-55105349.0,3.2137,1.5843,2.78,8.2803,20.3501,90.5166,-3.1218,8.2803,7.9881,3.3167,-2.0263,121.9928,-140.1267,49.2962,106.2743,54.8011,577.8629,-28.7879,,-28.7879,,-124.7525,,-29.0824,,-27.7354,
201,176171,002182.XSHE,2021-12-31,2022-03-16,2021-12-31,0.7625,419896005.17,557917274.51,-16629761.66,15.8814,13.5299,7.8391,6.3747,14.0311,93.1262,7.2327,6.3747,0.3686,1.2678,1.2215,95.9911,-2.8612,85.1936,85.1625,0.7006,10.1916,36.5154,,36.5154,,108.7632,,113.2342,,102.2068,
202,176172,600862.XSHG,2021-12-31,2022-03-16,2021-12-31,0.42,548177073.87,688015583.5,10615035.53,12.8307,11.8928,8.7933,15.5288,30.0695,81.9306,18.5188,15.5288,0.9031,6.6885,-0.3896,97.4864,1.5041,92.69,83.3781,10.0281,55.4975,30.7678,,30.7678,,38.1789,,37.5551,,37.251,
203,176173,603335.XSHG,2021-12-31,2022-03-16,2021-12-31,0.08,28671154.88,91086791.06,-444017.02,5.5176,4.7455,5.6078,4.6935,22.9873,93.015,7.5014,4.6935,10.2057,3.8102,0.9617,103.291,-0.5035,86.0071,96.8476,-1.2114,-17.3425,33.6204,,33.6204,,-0.8568,,-14.1086,,-44.5906,
204,176174,002644.XSHE,2021-12-31,2022-03-16,2021-12-31,0.1826,42928548.17,64747561.31,-848844.89,5.8348,2.6858,3.9465,11.4375,27.2915,92.0812,13.7422,11.4375,9.9391,6.3333,-1.0791,58.428999999999995,-0.7659999999999999,46.0316,80.6943,1.4499,18.309,22.392,,22.392,,-13.7926,,-13.1776,,-13.6635,
205,176175,000048.XSHE,2021-12-31,2022-03-16,2021-12-31,0.7441,339151964.74,572767816.76,205885626.84,14.7332,12.8341,3.2227,12.3729,50.4922,82.2203,20.6769,12.3729,6.386,7.1814,0.2868,90.5787,32.5592,87.1096,260.0621,81.9724,461.0457,-20.8775,,-20.8775,,-43.5395,,-54.5878,,-55.0709,
206,176176,688301.XSHG,2021-12-31,2022-03-17,2021-12-31,6.67,341828681.88,407387842.99,113954394.03,17.0265,12.0241,15.0665,40.8113,55.2489,65.6894,46.3118,40.8113,4.9191,4.7358,-1.4083,72.7569,20.3515,70.62,85.539,20.8883,60.88,51.4325,,51.4325,,118.5042,,117.2063,,117.7933,
207,176177,300688.XSHE,2021-12-31,2022-03-17,2021-12-31,0.11,6812035.28,-8690087.35,11681223.55,2.3563,1.4048,-1.7728,-3.2525,46.6883,102.5569,-1.557,-3.2525,24.7984,23.6508,-3.0332,,,59.6216,103.4809,12.1044,,107.8728,,107.8728,,-148.34,,-279.1131,,55.9018,
208,176178,600315.XSHG,2021-12-31,2022-03-17,2021-12-31,0.97,675927272.2,518390948.25,166753055.44,9.6453,10.0416,5.5395,8.4913,58.7296,93.2202,9.8389,8.4913,38.5364,10.3433,0.1637,67.8219,21.8166,104.1086,110.541,12.9883,191.5735,8.7273,,8.7273,,40.945,,50.918,,50.918,
209,176179,002480.XSHE,2021-12-31,2022-03-17,2021-12-31,-0.3712,-308644592.09,-268085488.42,-36956961.45,-11.1586,-12.062000000000001,-4.2231,-22.8303,14.8543,121.4639,-23.4699,-22.8303,5.2991,15.2327,9.6752,,,,122.9755,-35.5562,,-46.6716,,-46.6716,,-551.1519,,-538.3662,,-578.9923,
210,176180,601588.XSHG,2021-12-31,2022-03-17,2021-12-31,0.02,180810761.0,1201130816.0,248385643.0,1.2469,1.1125,0.1194,0.4488,20.5257,94.5636,2.5414,0.4488,2.7741,4.4244,2.537,212.4961,43.9428,89.2187,80.4316,31.4017,577.6204,22.7735,,22.7735,,-51.8827,,-82.78399999999999,,-25.2106,
211,176181,000856.XSHE,2021-12-31,2022-03-17,2021-12-31,0.0922,3739188.36,32975616.17,,5.8083,1.0378,0.7759999999999999,0.5025,5.9886,99.0442,0.5831,0.5025,0.8669,2.524,0.4028,81.7405,,17.867,44.0908,-0.2647,-27.6905,15.8829,,15.8829,,211.84799999999998,,381.1981,,25.3422,
212,176182,000045.XSHE,2021-12-31,2022-03-17,2021-12-31,0.12,40650013.22,111264343.71,24813956.46,2.191,1.4562,1.4354,3.2748,16.7947,95.1492,2.905,3.2748,1.6555,5.3227,-0.0057,129.0269,28.7753,66.4624,101.8096,-0.1934,-3.9878,8.7618,,8.7618,,32.2256,,72.6867,,64.115,
213,176183,605098.XSHG,2021-12-31,2022-03-17,2021-12-31,2.21,150325728.76,170953228.86,25507268.31,22.4069,19.72,10.8704,31.1543,79.0477,69.2093,36.1243,31.1543,28.9901,15.9279,-3.2043,84.5755,12.6192,88.0086,128.5433,67.9671,220.7392,46.6185,,46.6185,,55.5314,,59.489,,60.0537,
214,176184,000401.XSHE,2021-12-31,2022-03-17,2021-12-31,1.7690000000000001,2418630043.2,3898523240.53,464372421.98,11.3499,9.7684,7.0119,11.5083,26.891,89.2714,13.7192,11.5083,1.5952,10.9749,1.8051,73.4157,8.7449,86.0658,81.9044,17.0937,159.3283,2.4181,,2.4181,,-26.2033,,-19.3271,,-1.3965,
215,176185,603866.XSHG,2021-12-31,2022-03-17,2021-12-31,0.8026,715794619.35,922159812.45,20289831.85,15.6281,14.6561,13.045,12.0477,26.2829,85.4443,15.3051,12.0477,8.7129,1.7553,-0.1696,93.8332,2.0646,93.7805,110.7434,16.0019,109.9353,6.2448,,6.2448,,-13.9408,,-13.5442,,-13.5442,
216,176186,000661.XSHE,2021-12-31,2022-03-17,2021-12-31,9.28,3742099607.18,4787785346.1,-33682446.22,29.4649,29.3444,19.804000000000002,36.2666,87.6057,55.4489,43.878,36.2666,28.5113,5.8898,-0.8305,103.7058,-0.7296,99.5909,103.8517,30.991999999999997,69.5649,25.3028,,25.3028,,19.8042,,17.8317,,23.3339,
217,176187,600207.XSHG,2021-12-31,2022-03-17,2021-12-31,0.2431,172435891.93,247987880.54,2890823.37,11.6935,9.6102,6.0733,6.4353,15.3849,92.5719,7.5978,6.4353,1.1442,3.1355,1.4544,98.3684,1.1467,82.1837,91.5551,-7.2876,-98.1085,45.7381,,45.7381,,91.0798,,86.4668,,88.8731,
218,176188,002938.XSHE,2021-12-31,2022-03-17,2021-12-31,1.43,3104517710.51,3648526492.7,54507352.04,14.6229,13.685,9.6615,9.9536,20.3858,89.0483,11.4432,9.9536,0.5434,3.5673,0.1752,95.5891,1.4281,93.5864,98.0826,12.8946,117.741,11.6026,,11.6026,,15.9492,,16.7639,,16.745,
219,176189,688276.XSHG,2021-12-31,2022-03-17,2021-12-31,0.62,233625733.2,343609851.02,-1021435.38,9.3719,8.9899,7.3336,20.2619,88.2906,71.4141,21.7885,20.2619,37.6934,9.0172,-0.9273,131.3656,-0.3905,95.9238,102.1227,11.6721,40.8316,-16.6046,,-16.6046,,-45.6824,,-41.7664,,-41.7664,
220,176190,301069.XSHE,2021-12-31,2022-03-17,2021-12-31,0.5148,179772058.36,210629488.45,7830916.94,18.6592,17.3463,16.6245,21.9851,36.8614,76.0537,24.8088,21.9851,1.1438,6.3462,-0.345,94.8393,3.5260000000000002,92.9636,53.8706,10.0764,42.0793,40.9541,,40.9541,,16.1084,,20.5,,20.5,
221,176191,600511.XSHG,2021-12-31,2022-03-17,2021-12-31,2.3248,1691583326.79,2117335359.34,283350954.01,14.4824,13.9664,7.3635,4.1501,7.8141,95.4435,5.2665,4.1501,2.0239,0.8949,-0.0395,86.6055,11.5899,96.4368,107.2787,4.2124,92.4488,15.0822,,15.0822,,27.914,,27.7788,,26.8604,
222,176192,300453.XSHE,2021-12-31,2022-03-17,2021-12-31,0.3998,145190265.25,186167237.98,-459169.45,18.4433,17.1751,12.963,14.7568,34.3677,84.0102,16.7516,14.7568,7.4425,6.1609,0.1989,95.2892,-0.235,93.124,106.8158,28.3192,177.1079,23.8097,,23.8097,,25.6895,,33.1981,,34.8418,
223,176193,000029.XSHE,2021-12-31,2022-03-18,2021-12-31,0.2183,208306710.37,277119882.31,13611969.51,5.7095,5.3855,3.9139,16.475,49.5493,79.0186,21.5679,16.475,3.2358,7.4431,-1.3691,96.7583,4.7527,94.3263,108.0602,-91.3053,-435.1734,-18.2178,,-18.2178,,-23.3043,,-24.956,,-23.9098,
224,176194,002080.XSHE,2021-12-31,2022-03-18,2021-12-31,2.0102,2573035616.78,3155801558.37,47897283.43,24.7113,18.8483,9.7449,17.1228,29.9964,84.4506,20.1962,17.1228,1.3956,4.9064,2.3993,76.5291,1.1615,76.2742,78.5132,18.0934,116.361,7.5813,,7.5813,,78.5763,,78.781,,65.4005,
225,176195,001914.XSHE,2021-12-31,2022-03-18,2021-12-31,0.4837,365301645.41,721716296.52,111180573.87,6.0451,4.3058,2.7395,4.2739,13.7614,93.1855,7.0311,4.2739,0.8189,3.6525,1.251,96.6966,14.8961,71.2269,111.2428,6.6353,97.3712,22.4221,,22.4221,,23.7545,,10.1355,,17.250999999999998,
226,176196,003816.XSHE,2021-12-31,2022-03-18,2021-12-31,0.193,9729903014.45,15513669104.26,1263666154.54,9.9219,9.9192,3.9611,19.44,33.1976,80.7711,22.6995,19.44,0.0979,3.0069999999999997,7.9345,85.5874,6.9715,99.9724,110.7748,43.2717,225.0345,14.3006,,14.3006,,8.4194,,5.4338,,1.7808,
227,176197,002114.XSHE,2021-12-31,2022-03-18,2021-12-31,0.09,50792379.75,68081078.03,2978320.24,2.1023,3.4924,1.1415,1.4769999999999999,13.4917,96.2688,3.8252,1.4769999999999999,0.2008,6.8759,1.1981,167.4846,7.3269,166.1263,111.5773,7.9112,212.0291,5.9299,,5.9299,,166.2855,,121.0969,,124.0109,
228,176198,600151.XSHG,2021-12-31,2022-03-18,2021-12-31,0.0418,-54379275.3,-73567769.64,135998918.08,1.1033,-1.0002,0.4926,0.8355,9.0222,101.169,1.0246,0.8355,1.6807,4.8073,0.6737,-125.8722,232.69,-90.6472,95.4537,7.507000000000001,,3.2769999999999997,,3.2769999999999997,,38.4767,,-57.9255,,-65.0205,
229,176199,002231.XSHE,2021-12-31,2022-03-18,2021-12-31,0.0666,8297029.53,16145037.57,204479.08,5.5958,1.9901,3.2632,4.1556,13.6736,97.1241,1.9667,4.1556,3.2239999999999998,3.7658,-0.4235,68.1651,0.8633,35.5647,98.2852,14.7435,512.6578,101.5764,,101.5764,,107.1009,,113.9367,,113.9367,
230,176200,000520.XSHE,2021-12-31,2022-03-18,2021-12-31,0.095,97785213.33,127697687.16,756.02,20.4824,20.8232,13.3672,10.2884,21.6095,86.3408,13.6422,10.2884,0.7666,6.7547,0.2643,102.8388,0.0006,101.6639,97.4835,9.6942,70.9719,30.7343,,30.7343,,820.8372,,813.5182,,813.5182,
231,176201,300314.XSHE,2021-12-31,2022-03-18,2021-12-31,0.28,66639983.85,68705411.6,16673731.79,8.2515,6.8558,7.0418,16.9165,61.5716,85.5092,18.3971,16.9165,25.66,9.4568,0.046,78.7969,19.1228,83.0853,107.6766,10.8577,74.9286,3.1776,,3.1776,,-40.9839,,-41.1069,,-41.1069,
232,176202,002478.XSHE,2021-12-31,2022-03-18,2021-12-31,0.15,40549754.85,43283093.91,-80903515.88,3.1393,0.9372,2.1118,3.4623,8.5795,98.9759,-1.0132,3.4623,0.6389,2.9105,-0.1869,30.1754,-56.4029,29.8535,89.3119,-11.4223,-1115.3495,7.2195,,7.2195,,-123.1428,,5.8804,,9.8505,
233,176203,600976.XSHG,2021-12-31,2022-03-18,2021-12-31,2.13,300533838.18,224239122.93,123207073.56,22.5659,20.884,12.4141,9.9269,43.4912,93.1597,11.1415,9.9269,30.256999999999998,4.0280000000000005,0.0587,62.1279,34.1359,92.5469,99.6351,7.9063,115.5835,33.4767,,33.4767,,127.1233,,118.8642,,119.73100000000001,
234,176204,688059.XSHG,2021-12-31,2022-03-18,2021-12-31,3.85,152318550.6,176021773.39,4232604.45,24.9702,23.4269,18.3679,33.442,50.3008,63.7425,37.2875,33.442,2.7054,5.4053,-0.0578,94.2001,2.2651,93.8193,75.3247,42.4528,117.087,55.50899999999999,,55.50899999999999,,73.9104,,82.4091,,82.4091,
235,176205,603881.XSHG,2021-12-31,2022-03-18,2021-12-31,0.34,99055879.24,120075324.08,3498905.11,3.7755,3.3692,1.2485,8.2427,33.0876,90.0422,10.9863,8.2427,0.3073,5.3806,12.9454,90.01100000000001,2.6229,89.2362,102.9592,59.2541,595.0513,32.5484,,32.5484,,-18.7256,,-25.9337,,-18.5938,
236,176206,301179.XSHE,2021-12-31,2022-03-18,2021-12-31,1.88,170406439.54,209572173.03,18042050.07,14.9802,13.7265,9.9774,26.4405,42.6953,70.2037,31.6689,26.4405,4.6282,4.5585,-0.4571,94.1359,8.1041,91.631,98.2196,22.934,76.9694,20.5071,,20.5071,,18.4521,,19.6674,,19.6672,
237,176207,002876.XSHE,2021-12-31,2022-03-18,2021-12-31,1.94,304818248.1,373811110.17,-4578566.84,17.08,15.4252,9.8795,15.3543,24.9865,83.7753,16.070999999999998,15.3543,0.7632,3.0313,-0.0201,99.6656,-1.2207,90.3113,96.9592,7.5242,46.3748,20.9363,,20.9363,,190.1264,,198.0456,,188.9124,
238,176208,300786.XSHE,2021-12-31,2022-03-18,2021-12-31,0.84,73951648.41,96888998.34,946301.35,7.32,7.12,5.6774,15.3345,35.4337,80.4497,17.386,15.3345,6.2805,5.2184,-0.4904,110.9046,1.0832,97.2678,96.18700000000001,-3.8567,-19.7273,23.4101,,23.4101,,-4.5729,,-5.0397,,-4.9485,
239,176209,000058.XSHE,2021-12-31,2022-03-18,2021-12-31,0.0375,14502483.78,169839893.01,20980263.07,2.3844,0.7455,1.7242,4.9546,21.7251,91.4852,10.1145,4.9546,0.8690000000000001,6.1745,4.3094,84.0333,10.3806,31.267,98.0231,37.8025,443.965,42.1032,,42.1032,,190.9946,,227.4223,,78.91199999999999,
240,176210,002865.XSHE,2021-12-31,2022-03-18,2021-12-31,-1.35,-180756886.4,6995455.83,-7541805.1,-17.4306,-17.6375,-3.4145,-4.6941,11.9692,99.7557,-3.5225,-4.6941,0.6882,4.6085,1.5851,,,,58.8663,20.2894,8304.8763,233.5436,,233.5436,,-1705.1392,,-1092.2129,,-1418.6929,
241,176211,603806.XSHG,2021-12-31,2022-03-18,2021-12-31,2.35,2140315761.74,2566918363.35,21041379.92,20.7212,20.1907,17.4197,17.0925,25.055,80.0362,19.2171,17.0925,0.4129,1.1939,-0.3694,103.9627,0.8522,97.4399,74.059,-1.1476,-5.7486,53.1952,,53.1952,,38.0754,,40.4061,,40.354,
242,176212,600860.XSHG,2021-12-31,2022-03-18,2021-12-31,-0.05,-34816036.55,-44659634.25,19177461.11,-3.3813,-5.0563,-2.5191,-3.4867,10.9411,103.7762,-3.0980000000000003,-3.4867,2.878,8.0439,1.0837,,,,85.7897,-2.7645,,8.6712,,8.6712,,-130.1096,,-134.5462,,-114.8833,
