,id,code,statDate,pubDate,statDate.1,eps,adjusted_profit,operating_profit,value_change_profit,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual
243,176213,600702.XSHG,2021-12-31,2022-03-18,2021-12-31,3.7825,1210592342.33,1644739696.57,19181135.53,29.7495,28.9121,17.4701,25.5716,77.8141,66.9018,33.6942,25.5716,17.6265,12.1369,-0.4033,97.6306,1.1386,97.1852,120.7875,44.8493,135.5034,83.7971,,83.7971,,117.9372,,109.2528,,114.3485,
244,176214,601728.XSHG,2021-12-31,2022-03-18,2021-12-31,0.31,25044258109.45,32332009733.4,4125700042.17,6.5523,6.3232,3.5407,6.0241,29.211,92.553,9.136000000000001,6.0241,12.0168,7.4538,0.2979,95.4577,12.1808,96.5023,109.8707,32.0608,430.5171,11.3401,,11.3401,,27.5907,,24.0176,,24.439,
245,176215,002664.XSHE,2021-12-31,2022-03-18,2021-12-31,0.51,186290484.58,225463713.53,14302687.76,7.2485,6.6192,3.3336,6.0067,13.6033,93.281,6.5831,6.0067,0.5268,2.9186,-0.8544,102.6785,6.5136,91.3179,104.8813,-2.6778,-39.8537,16.5845,,16.5845,,-40.4846,,-32.4946,,-35.4739,
246,176216,002838.XSHE,2021-12-31,2022-03-18,2021-12-31,0.56,199564828.23,215314153.34,21739239.7,11.2697,9.9457,8.0746,5.8009,12.244000000000002,94.947,6.0639,5.8009,0.6534,1.7054,0.8519,80.8622,8.1643,88.2522,69.8042,-3.8483,-76.1586,-3.6449,,-3.6449,,-72.2135,,-71.5604,,-73.5543,
247,176217,000905.XSHE,2021-12-31,2022-03-18,2021-12-31,0.3831,158180660.21,233387206.64,34417230.62,6.6327,4.381,2.6136,1.1896,2.8767,99.0102,1.4898,1.1896,0.1857,1.1095,0.3891,61.4364,9.0599,66.0514,108.5769,3.6268,366.4052,50.1262,,50.1262,,8.1275,,28.6643,,78.6176,
248,176218,002549.XSHE,2021-12-31,2022-03-18,2021-12-31,0.2226,125949955.3,105358659.19,4986660.33,13.44,12.195,8.3915,20.7365,41.9488,84.2161,20.4381,20.7365,4.4049,12.4274,1.7563,77.1332,3.6507,90.7367,105.7642,38.0555,241.1029,28.675,,28.675,,67.8973,,91.3529,,92.3393,
249,176219,002879.XSHE,2021-12-31,2022-03-18,2021-12-31,0.78,117679325.82,129995442.03,12947386.05,8.8538,7.422000000000001,6.8623,13.2714,49.0359,87.7104,14.4279,13.2714,19.8912,8.6091,-0.0545,85.3513,8.5009,83.8286,87.7283,9.5845,77.9889,12.4591,,12.4591,,-17.1606,,-13.1288,,-13.1288,
250,176220,603217.XSHG,2021-12-31,2022-03-18,2021-12-31,2.83,341772679.27,398708872.81,33391521.08,14.9049,14.1459,12.7918,15.3667,23.842,82.9863,18.03,15.3667,0.5385,1.9777,0.1194,94.6224,7.9245,94.9076,62.8708,6.9483,40.8394,91.7677,,91.7677,,127.6492,,128.219,,128.219,
251,176221,600386.XSHG,2021-12-31,2022-03-18,2021-12-31,0.17,136793349.48,275613787.16,-3074343.36,7.3299,7.5536,4.2566,4.3941,20.2772,93.6033,6.3113,4.3941,5.3446,5.7045,1.8757,105.6798,-1.1788,103.0519,110.0644,11.4249,178.607,-4.7837,,-4.7837,,116.397,,162.2534,,94.6917,
252,176222,600933.XSHG,2021-12-31,2022-03-18,2021-12-31,0.36,234654990.85,267250256.62,62738091.2,6.9362,5.2525,5.279,10.0692,26.3154,91.6632,10.6191,10.0692,1.3518,7.5027,2.6914,76.6076,17.984,75.726,110.6866,15.017000000000001,180.1285,23.7467,,23.7467,,-28.2727,,-26.2398,,-27.2428,
253,176223,003000.XSHE,2021-12-31,2022-03-18,2021-12-31,0.21,75317425.98,85229832.11,1284652.03,9.7004,8.6016,8.1038,7.5545,26.8292,92.3289,8.9866,7.5545,11.5006,6.0626,-1.1779,93.4121,1.4080000000000001,88.6725,111.8486,17.3541,226.2261,22.2115,,22.2115,,-19.2964,,-18.7342,,-17.7615,
254,176224,603186.XSHG,2021-12-31,2022-03-18,2021-12-31,1.68,171162059.52,201627030.89,6003101.79,15.2982,10.9918,5.6095,6.6364,16.5087,94.4297,7.2554,6.6364,2.1494,2.8182,1.6412,77.1402,2.2967,71.85,78.4691,7.6109,136.6333,58.4745,,58.4745,,89.4726,,90.6327,,90.2418,
255,176225,002507.XSHE,2021-12-31,2022-03-18,2021-12-31,0.87,694323995.59,820145777.15,42920711.03,14.0277,13.1271,12.6632,29.4586,52.3578,67.4371,34.6872,29.4586,18.8602,2.9474,-3.7967,93.8787,4.913,93.5799,111.33200000000001,29.5985,90.8963,10.8195,,10.8195,,-4.4828,,-4.5228,,-4.5228,
256,176226,300765.XSHE,2021-12-31,2022-03-18,2021-12-31,0.581,298498249.98,365743686.86,21310367.37,11.2633,10.6035,10.243,22.1052,47.8964,74.459,27.6019,22.1052,18.2261,3.2581,-1.4196,94.4836,5.5052,94.1423,93.86399999999999,11.913,46.6426,8.6969,,8.6969,,9.7866,,5.6158,,5.7484,
257,176227,600660.XSHG,2021-12-31,2022-03-18,2021-12-31,1.23,2815935759.0,3490069218.0,53551249.0,13.1363,11.7574,7.5545,13.315999999999999,35.9022,85.2135,15.9387,13.315999999999999,4.8765,8.237,2.9104,91.3908,1.4023,89.5037,104.7857,24.052,162.6618,18.5691,,18.5691,,15.1654,,20.9559,,20.9703,
258,176228,603813.XSHG,2021-12-31,2022-03-18,2021-12-31,0.35,30737054.02,37478577.38,,6.0963,6.0807,3.3784,6.3084,24.8553,92.3541,8.6696,6.3084,1.4812,7.4837,4.2297,102.6792,,99.7448,113.3261,34.9285,456.8255,6.5325,,6.5325,,126.428,,118.8858,,118.8208,
259,176229,603392.XSHG,2021-12-31,2022-03-18,2021-12-31,3.33,1945591656.31,2346213613.88,11252925.62,57.5921,55.4303,39.4178,36.1582,85.7798,59.1986,40.4926,36.1582,29.3978,3.1685,0.0903,100.9495,0.4842,96.2465,75.2313,29.2496,71.6877,144.2524,,144.2524,,200.3673,,204.9528,,198.5931,
260,176230,600720.XSHG,2021-12-31,2022-03-18,2021-12-31,1.2206,961313710.76,1235362883.09,49586429.74,11.8027,11.9746,9.1008,13.3979,27.6094,83.8989,16.6565,13.3979,1.168,8.639,-0.012,101.7783,4.0853,101.4558,88.69200000000001,18.8647,117.1643,-1.7816,,-1.7816,,-33.4929,,-33.6192,,-34.066,
261,176232,688508.XSHG,2021-12-31,2022-03-18,2021-12-31,1.78,151921858.03,157566106.23,17621555.56,14.3476,10.8292,13.2783,26.7054,42.9976,79.0796,28.1356,26.7054,1.3799,3.5054,-0.9647,74.361,8.3162,75.4775,93.0748,34.0716,162.8635,75.4422,,75.4422,,110.6089,,101.6694,,101.8133,
262,176233,002306.XSHE,2021-12-31,2022-03-18,2021-12-31,0.0056,-139751.84,4146265.24,3578359.16,7.281000000000001,-0.2144,2.3974,1.5148,34.023,98.6927,3.5828,1.5148,18.2473,13.0662,-0.0603,38.8937,33.5665,-2.944,125.1054,-12.3472,-944.5068,16.5898,,16.5898,,224.7821,,143.4044,,141.8229,
263,176234,601318.XSHG,2021-12-31,2022-03-18,2021-12-31,5.77,101731000000.0,57653000000.0,82032000000.0,12.9042,12.9185,1.2385,10.3183,,,11.8333,10.3183,,14.6214,,41.3046,58.7706,100.1112,,7.6341,156.3076,-3.1085,,-3.1085,,-25.8194,,-23.5675,,-28.9876,
264,176235,000750.XSHE,2021-12-31,2022-03-18,2021-12-31,0.14,788580527.31,-577154819.84,1745592167.48,4.1281,4.2574,1.2223,17.5441,,,23.028000000000002,17.5441,,49.8199,,-50.2913,152.1051,103.1337,,20.4346,,15.3557,,15.3557,,13.467,,12.0492,,5.41,
265,176236,600036.XSHG,2021-12-31,2022-03-19,2021-12-31,4.61,119430000000.0,118344000000.0,25295000000.0,15.1561,15.0939,1.3723,36.4779,,,44.6846,36.4779,,33.1248,,79.8688,17.0713,99.5897,,54.9574,153.8295,14.0356,,14.0356,,20.6909,,23.3516,,23.1966,
266,176237,300697.XSHE,2021-12-31,2022-03-19,2021-12-31,0.32,104568130.4,141937364.57,1585023.25,11.7169,11.5222,7.785,4.8756,11.7892,93.4707,6.034,4.8756,0.7093,2.3023,0.6142,109.3871,1.2215,98.3379,103.4714,-4.1439,-63.4657,35.3175,,35.3175,,-6.8927,,-7.8912,,-7.97,
267,176238,000608.XSHE,2021-12-31,2022-03-19,2021-12-31,0.0857,56854460.23,156943618.87,-19064470.85,2.0402,1.8048,1.4345,14.5911,75.7356,72.3474,23.2068,14.5911,4.7379,13.3274,14.0898,116.7841,-14.1862,88.4631,110.4212,37.7527,136.525,-0.4574,,-0.4574,,17.5047,,-28.2436,,-40.1245,
268,176239,002492.XSHE,2021-12-31,2022-03-19,2021-12-31,0.28800000000000003,108199183.67,129090112.0,5089687.25,8.2305,7.6354,6.6017,28.8051,47.9346,68.6841,34.4063,28.8051,,10.0257,1.0167,90.8031,3.5801,92.7695,282.3884,47.3235,151.1164,11.6161,,11.6161,,16.2804,,16.5171,,15.2789,
269,176240,600861.XSHG,2021-12-31,2022-03-19,2021-12-31,-0.2006,-69556409.44,-63832903.53,-24671.21,-2.8505,-3.1199,-1.9285,-8.6233,58.622,109.1546,-9.2672,-8.6233,28.6207,32.727,1.1055,,,,118.6708,13.7311,,-0.9574,,-0.9574,,17.5837,,21.1914,,14.5838,
270,176241,600168.XSHG,2021-12-31,2022-03-19,2021-12-31,0.56,547436.42,32165352.83,16852125.1,7.2002,0.0099,2.2726,19.4031,26.2515,98.4012,21.1689,19.4031,0.0034,3.5581,16.824,7.0932,3.7163,0.1372,63.2218,9.8759,617.7267,22.4078,,22.4078,,54.9185,,53.3472,,56.1858,
271,176242,600176.XSHG,2021-12-31,2022-03-19,2021-12-31,1.5059,5150099734.87,6258891886.48,56510971.18,30.1392,25.7478,15.2376,31.1471,45.3123,68.2401,37.0974,31.1471,0.7263,6.7506,2.4789,85.7049,0.7738,85.4296,75.8068,30.3506,95.5626,68.9229,,68.9229,,154.6428,,154.7191,,149.5115,
272,176243,001216.XSHE,2021-12-31,2022-03-19,2021-12-31,0.69,126636496.8,147763905.37,2012683.62,13.6329,12.5946,11.0053,11.6345,29.9573,87.7247,12.825,11.6345,5.912999999999999,5.3938,0.1363,96.1002,1.3090000000000002,92.3836,101.175,13.5235,110.1682,30.6856,,30.6856,,16.391,,16.7483,,16.1719,
273,176244,601677.XSHG,2021-12-31,2022-03-19,2021-12-31,2.77,1590635655.92,1688902641.82,45576960.8,19.1601,16.4561,11.9262,7.6808,12.774000000000001,93.1381,8.8277,7.6808,0.3011,0.9578,0.3301,78.8528,2.1279,85.8871,90.6602,8.397,122.3709,50.6887,,50.6887,,66.5937,,73.1647,,73.0767,
274,176245,300142.XSHE,2021-12-31,2022-03-19,2021-12-31,0.2727,591146772.49,835193190.03,-222860969.9,5.6923,7.8668,5.1591,17.3659,88.6122,75.8812,20.5114,17.3659,38.4364,8.6551,-1.1182,117.8079,-31.4356,138.1999,91.59,20.3671,84.4447,17.8226,,17.8226,,-48.3917,,-50.3502,,-57.3611,
275,176246,000407.XSHE,2021-12-31,2022-03-19,2021-12-31,0.13,100572804.52,68915466.07,282015640.18,4.3397,3.9665,1.5797,2.3952,14.6329,98.4846,5.1733,2.3952,5.4603,4.0063,2.7737,30.0213,122.8532,91.4023,114.7348,6.4058,422.7059,-1.0604,,-1.0604,,-22.7429,,-49.4866,,-22.6833,
276,176247,600841.XSHG,2021-12-31,2022-03-19,2021-12-31,0.561,487281359.27,795293886.79,103275892.64,10.0788,7.087000000000001,4.7886,3.28,10.6677,96.7408,3.2237,3.28,2.9243,2.1908,-0.239,97.029,12.6001,70.3166,67.6521,-8.9191,-273.6587,11.0944,,11.0944,,96.6607,,54.0953,,87.4831,
277,176248,600963.XSHG,2021-12-31,2022-03-19,2021-12-31,0.17,210031841.44,289646342.41,38413176.3,3.4437,2.4265,1.8717,3.8545,15.1056,96.3046,4.3289,3.8545,1.5247,3.728,2.3098,83.12,11.0235,70.4617,87.6103,4.3591,117.9593,10.149,,10.149,,-33.1391,,-27.0794,,-28.0538,
278,176249,600588.XSHG,2021-12-31,2022-03-19,2021-12-31,0.22,405095203.0,476246548.0,369223056.0,9.7418,5.5758,3.9812,7.6398,61.2486,94.66799999999999,8.7188,7.6398,22.6998,11.9965,0.8806,61.5289,47.7019,57.236000000000004,98.4184,14.5953,273.7294,4.7295,,4.7295,,-30.3101,,-34.903,,-28.1792,
279,176250,002004.XSHE,2021-12-31,2022-03-19,2021-12-31,0.34,610107005.64,1049376669.67,308525296.37,6.7891,6.1818,3.1747,7.484,38.4623,91.5093,10.8292,7.484,13.0721,9.7028,3.5514,81.5999,23.991,91.0542,84.4992,10.2727,120.9882,13.6334,,13.6334,,12.0128,,3.347,,2.8106,
280,176252,301040.XSHE,2021-12-31,2022-03-19,2021-12-31,0.8475,65039451.08,74217239.23,-616001.58,9.1574,8.2276,5.885,6.7721,13.8478,93.0569,7.9137,6.7721,0.6762,2.6011,0.1374,92.8055,-0.7703,89.8469,51.0522,11.948,172.0842,-2.5901,,-2.5901,,-45.0174,,-45.9399,,-45.9399,
281,176253,300128.XSHE,2021-12-31,2022-03-19,2021-12-31,-0.3159,-346961440.61,-61649472.41,-930185.38,-32.9792,-33.103,-15.9128,-35.4814,19.2607,106.3415,-29.9179,-35.4814,4.3993,11.9983,3.0275,,,,114.6642,17.1967,,-28.7394,,-28.7394,,-1251.2566,,-1383.7704,,-1646.3238,
282,176254,600803.XSHG,2021-12-31,2022-03-19,2021-12-31,1.46,3531180000.0,12113790000.0,1635400000.0,35.7201,30.752,8.8693,9.0843,16.7414,89.5599,11.6603,9.0755,1.2461,3.2436,0.4353,89.9553,12.1443,86.0917,113.7429,11.655,111.5289,31.7056,,31.5792,,27.82,,34.4358,,94.6715,
283,176255,000655.XSHE,2021-12-31,2022-03-19,2021-12-31,0.215,125830635.27,93079345.99,122655016.54,4.4895,4.4148,4.3664,7.7777,30.4161,94.8933,12.3793,7.7777,0.1414,23.2989,-1.2803,40.9472,53.958,98.3358,117.9929,23.0272,450.9256,27.0313,,27.0313,,-21.7389,,-38.9804,,-44.4742,
284,176256,600210.XSHG,2021-12-31,2022-03-19,2021-12-31,0.365,533284963.68,679754821.11,104419981.78,10.1901,9.8236,5.1896,6.3248,21.1953,92.8662,8.109,6.3248,2.3021,6.1707,1.1677,89.34299999999999,13.7244,96.4035,118.5194,10.8382,151.9263,13.1979,,13.1979,,9.9436,,1.3508,,-2.1291,
285,176257,600728.XSHG,2021-12-31,2022-03-19,2021-12-31,0.1817,293799570.36,359778961.96,-2271290.88,5.6529,5.2843,2.8825,4.9268,16.6749,94.2193,5.7302,4.9268,3.1124,4.09,-0.126,102.0602,-0.6443,93.4802,115.219,6.1352,106.1315,45.1948,,45.1948,,352.6285,,284.5052,,242.2738,
286,176258,603993.XSHG,2021-12-31,2022-03-19,2021-12-31,0.24,4103233118.22,12053763310.68,-3257452775.23,12.9698,10.4226,4.1768,3.1218,9.3885,93.0671,5.055,3.1218,0.0516,0.895,0.6298,137.6737,-37.2054,80.3607,102.9041,3.5607,51.3586,53.8865,,53.8865,,198.1892,,118.9754,,119.2565,
287,176259,300767.XSHE,2021-12-31,2022-03-19,2021-12-31,0.4337,80363688.26,106304692.81,3671969.74,7.3063,6.7131,4.8024,12.7017,41.6796,84.1414,14.4154,12.7017,14.0148,7.0807,0.2923,108.3965,3.7442,91.8811,77.5199,-27.2778,-172.0057,15.4759,,15.4759,,-44.1366,,-47.0229,,-45.5782,
288,176260,300121.XSHE,2021-12-31,2022-03-19,2021-12-31,0.77,264654653.9,325348127.68,12868049.27,15.8442,14.7688,11.4415,10.4951,22.8368,87.9737,12.9433,10.4951,2.0968,4.1533,1.1076,93.4262,3.6952,93.2129,64.2711,5.5276,45.9622,39.2054,,39.2054,,122.0452,,125.7295,,125.7295,
289,176261,603595.XSHG,2021-12-31,2022-03-19,2021-12-31,0.16,14010083.75,28372590.89,200958.9,2.4679,1.0347,1.218,2.4954,18.9579,97.8811,2.0247,2.4954,0.136,4.7780000000000005,3.8171,104.7318,0.7418,41.9287,97.3272,2.0811,98.2147,44.2739,,44.2739,,-50.7516,,-30.1447,,-30.1447,
290,176262,600507.XSHG,2021-12-31,2022-03-19,2021-12-31,1.27,2653294383.87,3523899284.01,3350276.0,29.4372,28.5894,16.3173,12.7287,19.993,83.7454,16.9439,12.7287,0.2305,3.082,-0.7944,96.8631,0.0921,97.1202,76.3869,9.9338,61.1138,30.5871,,30.5871,,18.5063,,27.8615,,27.6452,
291,176263,300289.XSHE,2021-12-31,2022-03-19,2021-12-31,0.05,12765279.02,79587272.68,3497959.87,1.4480000000000002,0.8245,2.3727,8.3646,52.4688,85.8902,10.6703,8.3646,18.1705,13.6383,-1.2185,135.3466,5.9487,56.9391,112.9901,21.1075,149.5946,19.6278,,19.6278,,872.7888,,260.3644,,143.9732,
292,176264,600422.XSHG,2021-12-31,2022-03-19,2021-12-31,0.6695,279548767.66,424447991.03,149688588.13,10.9956,6.0548,6.0325,6.2181,41.3006,94.8574,7.6821,6.2181,28.7568,4.9151,0.4809,67.2352,23.7116,55.0653,107.14399999999999,3.0487,59.2837,6.9514,,6.9514,,17.2359,,11.0414,,11.122,
293,176265,300059.XSHE,2021-12-31,2022-03-19,2021-12-31,0.83,8440303766.19,8962427522.44,1013388225.4,22.1588,21.866999999999997,5.7917,65.3178,68.4452,31.5548,76.9769,65.3178,4.9806,14.1236,1.0608,89.1432,10.0795,98.6832,87.1384,166.0422,100.132,58.9395,,66.1847,,82.1865,,79.0025,,79.0025,
294,176266,603615.XSHG,2021-12-31,2022-03-19,2021-12-31,-0.08,-24434522.3,-25048432.63,955968.52,-1.5735,-1.9549,-1.4293,-2.5584,21.6084,103.1358,-2.6681,-2.5584,14.3426,8.4799,-0.745,,,,117.1566,-0.9325,,15.7844,,15.7844,,-139.3166,,-155.3481,,-153.0833,
295,176267,002560.XSHE,2021-12-31,2022-03-19,2021-12-31,0.05,18050846.28,40868123.93,10574827.95,1.0471,0.7742,0.6016,0.8886,10.27,98.2706,1.0215,0.8854,1.3283,2.634,0.9865,217.2627,56.2178,73.9402,98.2414,-6.9968,-403.1083,22.0118,,22.1324,,-79.5117,,-77.8152,,-80.3919,
296,176268,300160.XSHE,2021-12-31,2022-03-19,2021-12-31,0.23,113335490.18,117612869.11,1078087.58,12.5044,10.3441,7.5448,9.4102,21.8819,91.9322,10.2191,9.4102,2.5641,6.5414,-0.1121,79.6182,0.7298,82.7241,72.5514,7.8813,97.68799999999999,13.3295,,13.3295,,5.1067,,12.5254,,12.3588,
297,176269,600449.XSHG,2021-12-31,2022-03-19,2021-12-31,1.68,733594835.65,890049856.04,30936202.31,12.2553,11.2206,9.9012,14.9969,24.7295,84.6085,17.9188,14.9969,0.8615,5.7117,0.4859,86.1842,2.9956,91.5572,86.5114,23.0029,149.452,13.1724,,13.1724,,-14.8413,,-17.3482,,-16.9579,
298,176270,002315.XSHE,2021-12-31,2022-03-19,2021-12-31,0.8,202975505.72,221833407.25,35287781.13,11.4171,9.4577,7.2364,17.0517,75.2947,84.9589,18.6179,16.8125,40.4109,8.3791,-0.9104,80.899,12.8689,82.8384,112.74799999999999,35.5087,232.7661,27.2999,,28.7159,,42.738,,44.9517,,41.3252,
299,176271,600332.XSHG,2021-12-31,2022-03-19,2021-12-31,2.2880000000000003,3306416000.0,4206671656.19,390468631.29,13.4761,11.9782,6.3061,5.751,19.1748,93.9046,6.9349,5.751,8.6284,2.9447,-0.1927,89.0665,8.2673,88.8851,98.3278,8.2208,134.869,11.9019,,11.9019,,30.3241,,28.3785,,27.6009,
300,176273,605286.XSHG,2021-12-31,2022-03-19,2021-12-31,0.94,145206367.47,174685387.32,6811390.07,13.5316,13.0388,9.5961,6.5643,14.3578,92.3907,7.7283,6.5643,0.5870000000000001,2.6184,0.1304,100.9527,3.9364,96.3583,102.7404,-5.8772,-77.2361,31.2403,,31.2403,,3.1822,,2.5494,,2.5494,
301,176274,300562.XSHE,2021-12-31,2022-03-19,2021-12-31,0.04,2262945.9,4226052.47,3692884.03,1.0383,0.2649,-0.0173,-0.0151,18.5442,99.7679,0.0047,-0.0151,5.3678,4.1289,0.2926,,,25.5158,98.8076,-0.0484,-20.8432,36.2315,,36.2315,,-99.8819,,-100.4051,,-87.3595,
302,176275,300647.XSHE,2021-12-31,2022-03-19,2021-12-31,-0.4,-169298716.67,-93319624.67,1987643.72,-19.4577,-20.3763,-10.7267,-32.6751,22.3958,116.1011,-34.3906,-32.6751,9.2246,16.2045,5.4387,,,,101.3446,-19.3226,,-4.8829,,-4.8829,,-1454.7920000000001,,-1280.0339,,-1146.9463,
303,176276,300640.XSHE,2021-12-31,2022-03-19,2021-12-31,0.0773,12364303.93,12023892.34,3784046.71,4.0911,2.4344,3.1504,2.5758,12.3347,98.5095,2.4113,2.5758,4.5591,2.2722,1.0825,59.6815,18.7824,59.5038,92.0107,-5.6121,-376.5268,43.9775,,43.9775,,-54.1273,,-46.7282,,-46.7282,
304,176277,601899.XSHG,2021-12-31,2022-03-19,2021-12-31,0.6,14680534183.0,23303741240.0,1459737092.0,24.5708,23.0151,10.0278,8.707,15.437999999999999,89.6475,11.1445,8.707,0.1831,2.3583,0.6648,93.9902,5.8875,93.6684,104.9948,11.5824,111.8801,31.2541,,31.2541,,123.1947,,131.7279,,140.8042,
305,176279,300900.XSHE,2021-12-31,2022-03-19,2021-12-31,0.18,16569532.95,25717353.43,5856721.54,2.5147,1.0858,1.8773,15.8788,43.6458,89.1669,14.1463,15.8788,0.6888,19.6565,0.5261,61.5548,14.0181,43.1782,98.3384,-15.3416,-141.6185,-24.5642,,-24.5642,,-70.8737,,-62.5069,,-61.8314,
